Source,Volume_No,Chapter_No,Hadith_No,Chapter,Text
Sahih Bukhari,2,13,15,Friday Prayer,"Narrated by 'Aisha: Abdur Rahman bin Abi Bakr came holding a Siwak with which he was cleaning his teeth. Allah's Apostle looked at him. I requested Abdur-Rahman to give the Siwak to me and after he gave it to me I divided it, chewed it and gave it to Allah's Apostle. Then he cleaned his teeth with it and (at that time) he was resting against my chest."
Sahih Bukhari,2,13,16,Friday Prayer,"Narrated by Abu Huraira: The Prophet used to recite the following in the Fajr prayer of Friday, ""Alif, Lam, Mim, Tanzil"" (Surat-as-Sajda #32) and ""Hal-ata-ala-l-Insani"" (i.e. Surah-Ad-Dahr #76)."
Sahih Bukhari,2,13,17,Friday Prayer,Narrated by Ibn 'Abbas: The first Jumua prayer which was offered after a Jumua prayer offered at the mosque of Allah's Apostle took place in the mosque of the tribe of 'Abdul Qais at Jawathi in Bahrain.
Sahih Bukhari,2,13,18,Friday Prayer,"Narrated by Ibn Umar: I heard Allah's Apostle saying, ""All of you are Guardians."" Yunis said: Ruzaiq bin Hukaim wrote to Ibn Shihab while I was with him at Wadi-al-Qura saying, ""Shall I lead the Jumua prayer?"" Ruzaiq was working on the land (i.e farming) and there was a group of Sudanese people and some others with him; Ruzaiq was then the Governor of Aila. Ibn Shihab wrote (to Ruzaiq) ordering him to lead the Jumua prayer and telling him that Salim told him that 'Abdullah bin 'Umar had said, ""I heard Allah's Apostle saying, 'All of you are guardians and responsible for your wards and the things under your care. The Imam (i.e. ruler) is the guardian of his subjects and is responsible for them and a man is the guardian of his family and is responsible for them. A woman is the guardian of her husband's house and is responsible for it. A servant is the guardian of his master's belongings and is responsible for them.' I thought that he also said, 'A man is the guardian of his father's property and is responsible for it. All of you are guardians and responsible for your wards and the things under your care."""
Sahih Bukhari,2,13,19,Friday Prayer,"Narrated by 'Abdullah bin 'Umar: I heard Allah's Apostle saying, ""Anyone of you coming for the Jumua prayer should take a bath."""
Sahih Bukhari,2,13,20,Friday Prayer,"Narrated by Abu Said Al-Khudri: Allah's Apostle said, ""The taking of a bath on Friday is compulsory for every Muslim who has attained the age of puberty."""
Sahih Bukhari,2,13,21,Friday Prayer,"Narrated by Abu Huraira: Allah's Apostle said ""We are the last (to come amongst the nations) but (will be) the foremost on the Day of Resurrection. They were given the Holy Scripture before us and we were given the Quran after them. And this was the day (Friday) about which they differed and Allah gave us the guidance (for that). So tomorrow (i.e. Saturday) is the Jews' (day), and the day after tomorrow (i.e. Sunday) is the Christians'."" The Prophet (p.b.u.h) remained silent (for a while) and then said, ""It is obligatory for every Muslim that he should take a bath once in seven days, when he should wash his head and body."" Narrated Abu Huraira through different narrators that the Prophet said, ""It is Allah's right on every Muslim that he should take a bath (at least) once in seven days."""
Sahih Bukhari,2,13,22,Friday Prayer,"Narrated by Ibn Umar: The Prophet (p.b.u.h) said, ""Allow women to go to the Mosques at night."""
Sahih Bukhari,2,13,23,Friday Prayer,"Narrated by Ibn Umar: One of the wives of Umar (bin Al-Khattab) used to offer the Fajr and the 'Isha' prayer in congregation in the Mosque. She was asked why she had come out for the prayer as she knew that Umar disliked it, and he has great ghaira (self-respect). She replied, ""What prevents him from stopping me from this act?"" The other replied, ""The statement of Allah's Apostle (p.b.u.h) : 'Do not stop Allah's women-slave from going to Allah s Mosques' prevents him."""
Sahih Bukhari,2,13,24,Friday Prayer,"Narrated by Muhammad bin Sirin: On a rainy day Ibn Abbas said to his Muadh-dhin, ""After saying, 'Ash-hadu anna Muhammadan Rasulullah' (I testify that Muhammad is Allah's Apostle), do not say 'Haiya 'Alas-Salat' (come for the prayer) but say 'Pray in your houses'."" (The man did so). But the people disliked it. Ibn Abbas said, ""It was done by one who was much better than I (i.e. the Prophet (p.b.u.h) ). No doubt, the Jumua prayer is compulsory but I dislike to put you to task by bringing you out walking in mud and slush."""
Sahih Bukhari,2,13,25,Friday Prayer,"Narrated by Aisha (the wife of the Prophet): The people used to come from their abodes and from Al-'Awali (i.e. outskirts of Medina up to a distance of four miles or more from Medina). They used to pass through dust and used to be drenched with sweat and covered with dust; so sweat used to trickle from them. One of them came to Allah's Apostle who was in my house. The Prophet said to him, ""I wish that you keep yourself clean on this day of yours (i.e. take a bath)."""
Sahih Bukhari,2,13,26,Friday Prayer,"Narrated by Yahya bin Said: I asked 'Amra about taking a bath on Fridays. She replied, "" Aisha said, 'The people used to work (for their livelihood) and whenever they went for the Jumua prayer, they used to go to the mosque in the same shape as they had been in work. So they were asked to take a bath on Friday.' """
Sahih Bukhari,2,13,27,Friday Prayer,Narrated by Anas bin Malik: The Prophet used to offer the Jumua prayer immediately after mid-day.
Sahih Bukhari,2,13,28,Friday Prayer,Narrated by Anas bin Malik: We used to offer the Jumua prayer early and then have an afternoon nap.
Sahih Bukhari,2,13,29,Friday Prayer,"Narrated by Anas bin Malik: The Prophet used to offer the prayer earlier if it was very cold; and if it was very hot he used to delay the prayer, i.e. the Jumua prayer."
Sahih Bukhari,2,13,30,Friday Prayer,"Narrated by Abu 'Abs: I heard the Prophet saying, ""Anyone whose feet are covered with dust in Allah's cause, shall be saved by Allah from the Hell-Fire."""
Sahih Bukhari,2,13,31,Friday Prayer,"Narrated by Abu Huraira: Heard Allah's Apostles (p.b.u.h) saying, ""If the prayer is started do not run for it but just walk for it calmly and pray whatever you get, and complete whatever is missed. """
Sahih Bukhari,2,13,32,Friday Prayer,"Narrated by 'Abdullah bin Abi Qatada on the authority of his father: The Prophet (p.b.u.h) said, ""Do not stand up (for prayer) unless you see me, and observe calmness and solemnity""."
Sahih Bukhari,2,13,33,Friday Prayer,"Narrated by Salman Al-Farsi: Allah's Apostle (p.b.u.h) said, ""Anyone who takes a bath on Friday and cleans himself as much as he can and puts oil (on his hair) or scents himself; and then proceeds for the prayer and does not force his way between two persons (assembled in the mosque for the Friday prayer), and prays as much as is written for him and remains quiet when the Imam delivers the Khutba, all his sins in between the present and the last Friday will be forgiven."""
Sahih Bukhari,2,13,34,Friday Prayer,"Narrated by Ibn Juraij: I heard Nazi' saying, ""Ibn Umar, said, 'The Prophet forbade that a man should make another man to get up to sit in his place' "". I said to Nafi', 'Is it for Jumua prayer only?' He replied, ""For Jumua prayer and any other (prayer)."""
Sahih Bukhari,2,13,35,Friday Prayer,"Narrated by As-Saib bin Yazid: In the life-time of the Prophet, Abu Bakr and Umar, the Adhan for the Jumua prayer used to be pronounced when the Imam sat on the pulpit. But during the Caliphate of 'Uthman when the Muslims increased in number, a third Adhan at Az-Zaura' was added. Abu 'Abdullah said, ""Az-Zaura' is a place in the market of Medina."""
Sahih Bukhari,2,13,36,Friday Prayer,Narrated by As-Saib bin Yazid: The person who increased the number of Adhans for the Jumua prayers to three was Uthman bin Affan and it was when the number of the (Muslim) people of Medina had increased. In the life-time of the Prophet I there was only one Muadh-dhin and the Adhan used to be pronounced only after the Imam had taken his seat (i.e. on the pulpit).
Sahih Bukhari,2,13,37,Friday Prayer,"Narrated by Abu Umama bin Sahl bin Hunaif: I heard Muawiya bin Abi Sufyan (repeating the statements of the Adhan) while he was sitting on the pulpit. When the Muadh-dhin pronounced the Adhan saying, ""Allahu-Akbar, Allahu Akbar"", Muawiya said: ""Allah Akbar, Allahu Akbar."" And when the Muadh-dhin said, ""Ash-hadu an la ilaha illal-lah (I testify that none has the right to be worshipped but Allah)"", Muawiya said, ""And (so do) I"". When he said, ""Ash-hadu anna Muhammadan Rasulullah"" (I testify that Muhammad is Allah's Apostle), Muawiya said, ""And (so do) I"". When the Adhan was finished, Muawiya said, ""O people, when the Muadh-dhin pronounced the Adhan I heard Allah's Apostle on this very pulpit saying what you have just heard me saying""."
Sahih Bukhari,2,13,38,Friday Prayer,Narrated by As-Sa'ib bin Yazid I: 'Uthman bin 'Affan introduced the second Adhan on Fridays when the number of the people in the mosque increased. Previously the Adhan on Fridays used to be pronounced only after the Imam had taken his seat (on the pulpit).
Sahih Bukhari,2,13,39,Friday Prayer,"Narrated by Az-Zuhri: I heard As-Saib bin Yazid, saying, ""In the life-time of Allah's Apostle, and Abu Bakr and Umar, the Adhan for the Jumua prayer used to be pronounced after the Imam had taken his seat on the pulpit. But when the people increased in number during the caliphate of 'Uthman, he introduced a third Adhan (on Friday for the Jumua prayer) and it was pronounced at Az-Zaura' and that new state of affairs remained so in the succeeding years."
Sahih Bukhari,2,13,40,Friday Prayer,"Narrated by Abu Hazim bin Dinar: Some people went to Sahl bin Sad As-Sa'idi and told him that they had different opinions regarding the wood of the pulpit. They asked him about it and he said, ""By Allah, I know of what wood the pulpit was made, and no doubt I saw it on thy very first day when Allah's Apostle I took his seat on it. Allah's Apostle sent for such and such an Ansari woman (and Sahl mentioned her name) and said to her, 'Order your slave-carpenter to prepare for me some pieces of wood (i.e. pulpit) on which I may sit at the time of addressing the people.' So she ordered her slave-carpenter and he made it from the tamarisk of the forest and brought it (to the woman). The woman sent that (pulpit) to Allah's Apostle who ordered it to be placed here. Then I saw Allah's Apostle praying on it and then bowed on it. Then he stepped back, got down and prostrated on the ground near the foot of the pulpit and again ascended the pulpit. After finishing the prayer he faced the people and said, 'I have done this so that you may follow me and learn the way I pray.' """
Sahih Bukhari,2,13,41,Friday Prayer,Narrated by Jabir bin 'Abdullah: The Prophet used to stand by a stem of a date-palm tree (while delivering a sermon). When the pulpit was placed for him we heard that stem crying like a pregnant she-camel till the Prophet got down from the pulpit and placed his hand over it.
Sahih Bukhari,2,13,42,Friday Prayer,"Narrated by Salim: My father said , ""I heard the Prophet delivering the Khutba on the pulpit and he said, 'Whoever comes for the Jumua prayer should take a bath (before coming).' """
Sahih Bukhari,2,13,43,Friday Prayer,"Narrated by Ibn Umar: The Prophet (p.b.u.h) used to deliver the Khutba while standing and then he would sit, then stand again as you do now-a-days."
Sahih Bukhari,2,13,44,Friday Prayer,Narrated by Abu Said Al-Khudri: One day the Prophet sat on the pulpit and we sat around him.
Sahih Bukhari,2,13,45,Friday Prayer,"Narrated by 'Amr bin Taghlib: Some property or something was brought to Allah's Apostle and he distributed it. He gave to some men and ignored the others. Later he got the news of his being admonished by those whom he had ignored. So he glorified and praised Allah and said, ""Amma ba'du. By Allah, I may give to a man and ignore another, although the one whom I ignore is more beloved to me than the one whom I give. But I give to some people as I feel that they have no patience and no contentment in their hearts and I leave those who are patient and self-contented with the goodness and wealth which Allah has put into their hearts and 'Amr bin Taghlib is one of them."" Amr added, By Allah! Those words of Allah's Apostle are more beloved to me than the best red camels."
Sahih Bukhari,2,13,46,Friday Prayer,"Narrated by Aisha: Once in the middle of the night Allah's Apostle (p.b.u.h) went out and prayed in the mosque and some men prayed with him. The next morning the people spoke about it and so more people gathered and prayed with him (in the second night). They circulated the news in the morning, and so, on the third night the number of people increased greatly. Allah's Apostle (p.b.u.h) came out and they prayed behind him. On the fourth night the mosque was overwhelmed by the people till it could not accommodate them. Allah's Apostle came out only for the Fajr prayer and when he finished the prayer, he faced the people and recited ""Tashah-hud"" (I testify that none has the right to be worshipped but Allah and that Muhammad is His Apostle), and then said, ""Amma ba'du. Verily your presence (in the mosque at night) was not hidden from me, but I was afraid that this prayer (Prayer of Tahajjud) might be made compulsory and you might not be able to carry it out."""
Sahih Bukhari,2,13,47,Friday Prayer,"Narrated by Abu Hummaid As-Sa'idi: One night Allah's Apostle (p.b.u.h) stood up after the prayer and recited ""Tashah-hud"" and then praised Allah as He deserved and said, ""Amma ba'du."""
Sahih Bukhari,2,13,48,Friday Prayer,"Narrated by Al-Miswar bin Makhrama: Once Allah's Apostle got up for delivering the Khutba and I heard him after ""Tashah-hud"" saying ""Amma ba'du."""
Sahih Bukhari,2,13,49,Friday Prayer,"Narrated by Ibn Abbas: Once the Prophet ascended the pulpit and it was the last gathering in which he took part. He was covering his shoulder with a big cloak and binding his head with an oily bandage. He glorified and praised Allah and said, ""O people! Come to me."" So the people came and gathered around him and he then said, ""Amma ba'du."" ""From now onward the Ansar will decrease and other people will increase. So anybody who becomes a ruler of the followers of Muhammad and has the power to harm or benefit people then he should accept the good from the benevolent amongst them (Ansar) and overlook the faults of their wrong-doers."""
Sahih Bukhari,2,13,50,Friday Prayer,Narrated by 'Abdullah Ibn Umar: The Prophet used to deliver two Khutbas and sit in between them.
Sahih Bukhari,2,13,51,Friday Prayer,"Narrated by Abu Huraira: The Prophet said, ""When it is a Friday, the angels stand at the gate of the mosque and keep on writing the names of the persons coming to the mosque in succession according to their arrivals. The example of the one who enters the mosque in the earliest hour is that of one offering a camel (in sacrifice). The one coming next is like one offering a cow and then a ram and then a chicken and then an egg respectively. When the Imam comes out (for Jumua prayer) they (i.e. angels) fold their papers and listen to the Khutba."""
Sahih Bukhari,2,13,52,Friday Prayer,"Narrated by Jabir bin 'Abdullah: A person entered the mosque while the Prophet was delivering the Khutba on a Friday. The Prophet said to him, ""Have you prayed?"" The man replied in the negative. The Prophet said, ""Get up and pray two Rakat."""
Sahih Bukhari,2,13,53,Friday Prayer,"Narrated by Jabir: A man entered the Mosque while the Prophet was delivering the Khutba. The Prophet said to him, ""Have you prayed?"" The man replied in the negative. The Prophet said, ""Pray two Rakat."""
Sahih Bukhari,2,13,54,Friday Prayer,"Narrated by Anas: While the Prophet was delivering the Khutba on a Friday, a man stood up and said, ""O, Allah's Apostle! The livestock and the sheep are dying, so pray to Allah for rain."" So he (the Prophet) raised both his hands and invoked Allah (for it)."
Sahih Bukhari,2,13,55,Friday Prayer,"Narrated by Anas bin Malik: Once in the lifetime of the Prophet (p.b.u.h) the people were afflicted with drought (famine). While the Prophet was delivering the Khutba on a Friday, a Bedouin stood up and said, ""O, Allah's Apostle! Our possessions are being destroyed and the children are hungry; Please invoke Allah (for rain)"". So the Prophet raised his hands. At that time there was not a trace of cloud in the sky. By Him in Whose Hands my soul is as soon as he lowered his hands, clouds gathered like mountains, and before he got down from the pulpit, I saw the rain falling on the beard of the Prophet. It rained that day, the next day, the third day, the fourth day till the next Friday. The same Bedouin or another man stood up and said, ""O Allah's Apostle! The houses have collapsed, our possessions and livestock have been drowned; Please invoke Allah (to protect us)"". So the Prophet I raised both his hands and said, ""O Allah! Round about us and not on us"". So, in whatever direction he pointed with his hands, the clouds dispersed and cleared away, and Medina's (sky) became clear as a hole in between the clouds. The valley of Qanat remained flooded, for one month, none came from outside but talked about the abundant rain."
Sahih Bukhari,2,13,56,Friday Prayer,"Narrated by Abu Huraira: Allah's Apostle (p.b.u.h) said, ""When the Imam is delivering the Khutba, and you ask your companion to keep quiet and listen, then no doubt you have done an evil act."""
Sahih Bukhari,2,13,57,Friday Prayer,"Narrated by Abu Huraira: Allah's Apostle (p.b.u.h) talked about Friday and said, ""There is an hour (opportune time) on Friday and if a Muslim gets it while praying and asks something from Allah, then Allah will definitely meet his demand."" And he (the Prophet) pointed out the shortness of that time with his hands."
Sahih Bukhari,2,13,58,Friday Prayer,"Narrated by Jabir bin 'Abdullah: While we were praying (Jumua Khutba & prayer) with the Prophet (p.b.u.h), some camels loaded with food, arrived (from Sham.~ The people diverted their attention towards the camels (and left the mosque), and only twelve persons remained with the Prophet. So this verse was revealed: ""But when they see Some bargain or some amusement, They disperse headlong to it, And leave you standing."" (62.11)"
Sahih Bukhari,2,13,59,Friday Prayer,"Narrated by 'Abdullah bin Umar: Allah's Apostle used to pray two Rakat before the Zuhr prayer and two Rakat after it. He also used to pray two Rakat after the Maghrib prayer in his house, and two Rakat after the 'Isha' prayer. He never prayed after Jumua prayer till he departed (from the Mosque), and then he would pray two Rakat at home."
Sahih Bukhari,2,13,60,Friday Prayer,"Narrated by Sahl bin Sad: There was a woman amongst us who had a farm and she used to sow Silq (a kind of vegetable) on the edges of streams in her farm. On Fridays she used to pull out the Silq from its roots and put the roots in a utensil. Then she would put a handful of powdered barley over it and cook it. The roots of the Silq were a substitute for meat. After finishing the Jumua prayer we used to greet her and she would give us that food which we would eat with our hands, and because of that meal, we used to look forward to Friday."
Sahih Bukhari,2,13,61,Friday Prayer,Narrated by Sahl as above with the addition: We never had an afternoon nap nor meals except after offering the Jumua prayer.
Sahih Bukhari,2,13,62,Friday Prayer,Narrated by Anas: We used to offer the Jumua prayer early and then have the afternoon nap.
Sahih Bukhari,2,13,63,Friday Prayer,Narrated by Sahl: We used to offer the Jumua prayer with the Prophet and then take the afternoon nap.
Sahih Bukhari,2,14,64,Fear Prayer,"Narrated by Shu'aib: I asked Az-Zuhri, ""Did the Prophet ever offer the Fear Prayer?"" Az-Zuhri said, ""I was told by Salim that 'Abdullah bin Umar I had said, 'I took part in a holy battle with Allah's Apostle I in Najd. We faced the enemy and arranged ourselves in rows. Then Allah's Apostle (p.b.u.h) stood up to lead the prayer and one party stood to pray with him while the other faced the enemy. Allah's Apostle (p.b.u.h) and the former party bowed and performed two prostrations. Then that party left and took the place of those who had not prayed. Allah's Apostle prayed one Raka (with the latter) and performed two prostrations and finished his prayer with Taslim. Then everyone of them bowed once and performed two prostrations individually.' """
Sahih Bukhari,2,14,65,Fear Prayer,"Narrated by Nafi': Ibn Umar said something similar to Mujahid's saying: Whenever (Muslims and non-Muslims) stand face to face in battle, the Muslims can pray while standing. Ibn Umar added, ""The Prophet said, 'If the number of the enemy is greater than the Muslims, they can pray while standing or riding (individually).' """
Sahih Bukhari,2,14,66,Fear Prayer,Narrated by Ibn Abbas: Once the Prophet (p.b.u.h) led the fear prayer and the people stood behind him. He said Takbir (Allahu-Akbar) and the people said the same. He bowed and some of them bowed. Then he prostrated and they also prostrated. Then he stood for the second Raka and those who had prayed the first Raka left and guarded their brothers. The second party joined him and performed bowing and prostration with him. All the people were in prayer but they were guarding one another during the prayer.
Sahih Bukhari,2,14,67,Fear Prayer,"Narrated by Jabir bin 'Abdullah: On the day of the Khandaq Umar came, cursing the disbelievers of Quraish and said, ""O Allah's Apostle! I have not offered the 'Asr prayer and the sun has set."" The Prophet replied, ""By Allah! I too, have not offered the prayer yet. ""The Prophet then went to Buthan, performed ablution and performed the 'Asr prayer after the sun had set and then offered the Maghrib prayer after it."""
Sahih Bukhari,2,14,68,Fear Prayer,"Narrated by Anas bin Malik: Allah's Apostle (p.b.u.h) offered the Fajr prayer when it was still dark, then he rode and said, 'Allah Akbar! Khaibar is ruined. When we approach near to a nation, the most unfortunate is the morning of those who have been warned."" The people came out into the streets saying, ""Muhammad and his army."" Allah's Apostle vanquished them by force and their warriors were killed; the children and women were taken as captives. Safiya was taken by Dihya Al-Kalbi and later she belonged to Allah's Apostle go who married her and her Mahr was her manumission."
Sahih Bukhari,2,15,69,The Two Festivals (Eids),"Narrated by 'Abdullah bin Umar: Umar bought a silk cloak from the market, took it to Allah's Apostle and said, ""O Allah's Apostle! Take it and adorn yourself with it during the 'Id and when the delegations visit you."" Allah's Apostle (p.b.u.h) replied, ""This dress is for those who have no share (in the Hereafter)."" After a long period Allah's Apostle (p.b.u.h) sent to Umar a cloak of silk brocade. Umar came to Allah's Apostle (p.b.u.h) with the cloak and said, ""O Allah's Apostle! You said that this dress was for those who had no share (in the Hereafter); yet you have sent me this cloak."" Allah's Apostle said to him, ""Sell it and fulfill your needs by it."""
Sahih Bukhari,2,15,70,The Two Festivals (Eids),"Narrated by Aisha: Allah's Apostle (p.b.u.h) came to my house while two girls were singing beside me the songs of Buath (a story about the war between the two tribes of the Ansar, the Khazraj and the Aus, before Islam). The Prophet (p.b.u.h) lay down and turned his face to the other side. Then Abu Bakr came and spoke to me harshly saying, ""Musical instruments of Satan near the Prophet (p.b.u.h) ?"" Allah's Apostle (p.b.u.h) turned his face towards him and said, ""Leave them."" When Abu Bakr became inattentive, I signalled to those girls to go out and they left. It was the day of 'Id, and the Black people were playing with shields and spears; so either I requested the Prophet (p.b.u.h) or he asked me whether I would like to see the display. I replied in the affirmative. Then the Prophet (p.b.u.h) made me stand behind him and my cheek was touching his cheek and he was saying, ""Carry on! O Bani Arfida,"" till I got tired. The Prophet (p.b.u.h) asked me, ""Are you satisfied (Is that sufficient for you)?"" I replied in the affirmative and he told me to leave."
Sahih Bukhari,2,15,71,The Two Festivals (Eids),"Narrated by Al-Bara': I heard the Prophet (p.b.u.h) delivering a Khutba saying, ""The first thing to be done on this day (first day of 'Id ul Adha) is to pray; and after returning from the prayer we slaughter our sacrifices (in the name of Allah) and whoever does so, he acted according to our Sunna (traditions)."""
Sahih Bukhari,2,15,72,The Two Festivals (Eids),"Narrated by Aisha: Abu Bakr came to my house while two small Ansari girls were singing beside me the stories of the Ansar concerning the Day of Buath. And they were not singers. Abu Bakr said protestingly, ""Musical instruments of Satan in the house of Allah's Apostle !"" It happened on the 'Id day and Allah's Apostle said, ""O Abu Bakr! There is an 'Id for every nation and this is our 'Id."""
Sahih Bukhari,2,15,73,The Two Festivals (Eids),Narrated by Anas bin Malik: Allah's Apostle never proceeded (for the prayer) on the Day of 'Id-ul-Fitr unless he had eaten some dates. Anas also narrated: The Prophet used to eat odd number of dates.
Sahih Bukhari,2,15,74,The Two Festivals (Eids),"Narrated by Anas: The Prophet said, ""Whoever slaughtered (his sacrifice) before the 'Id prayer, should slaughter again."" A man stood up and said, ""This is the day on which one has desire for meat,"" and he mentioned something about his neighbors. It seemed that the Prophet I believed him. Then the same man added, ""I have a young she-goat which is dearer to me than the meat of two sheep."" The Prophet permitted him to slaughter it as a sacrifice. I do not know whether that permission was valid only for him or for others as well."
Sahih Bukhari,2,15,75,The Two Festivals (Eids),"Narrated by Al-Bara' bin 'Azib: The Prophet delivered the Khutba after offering the prayer on the Day of Nahr and said, ""Whoever offers the prayer like us and slaughters like us then his Nusuk (sacrifice) will be accepted by Allah. And whoever slaughters his sacrifice before the 'Id prayer then he has not done the sacrifice."" Abi Burda bin Niyar, the uncle of Al-Bara' said, ""O Allah's Apostle! I have slaughtered my sheep before the 'Id prayer and I thought today as a day of eating and drinking (not alcoholic drinks), and I liked that my sheep should be the first to be slaughtered in my house. So slaughtered my sheep and took my food before coming for the prayer."" The Prophet said, ""The sheep which you have slaughtered is just mutton (not a Nusuk)."" He (Abu Burda) said, ""O Allah's Apostle! I have a young she-goat which is dearer to me than two sheep. Will that be sufficient as a Nusuk on my behalf? ""The Prophet (p.b.u.h) said, ""Yes, it will be sufficient for you but it will not be sufficient (as a Nusuk) for anyone else after you."""
Sahih Bukhari,2,15,76,The Two Festivals (Eids),"Narrated by Abu Sa'id Al-Khudri: The Prophet used to proceed to the Musalla on the days of Id-ul-Fitr and Id-ul-Adha; the first thing to begin with was the prayer and after that he would stand in front of the people and the people would keep sitting in their rows. Then he would preach to them, advise them and give them orders, (i.e. Khutba). And after that if he wished to send an army for an expedition, he would do so; or if he wanted to give and order, he would do so, and then depart. The people followed this tradition till I went out with Marwan, the Governor of Medina, for the prayer of Id-ul-Adha or Id-ul-Fitr. When we reached the Musalla, there was a pulpit made by Kathir bin As-Salt. Marwan wanted to get up on that pulpit before the prayer. I got hold of his clothes but he pulled them and ascended the pulpit and delivered the Khutba before the prayer. I said to him, ""By Allah, you have changed (the Prophet's tradition)."" He replied, ""O Abu Sa'id! Gone is that which you know."" I said, ""By Allah! What I know is better than what I do not know."" Marwan said, ""People do not sit to listen to our Khutba after the prayer, so I delivered the Khutba before the prayer."""
Sahih Bukhari,2,15,77,The Two Festivals (Eids),Narrated by 'Abdullah bin Umar: Allah's Apostle used to offer the prayer of 'Id-ul-Adha and 'Id-ul-Fitr and then deliver the Khutba after the prayer.
Sahih Bukhari,2,15,78,The Two Festivals (Eids),"Narrated by Ibn Juraij: 'Ata' said, ""Jabir bin 'Abdullah said, 'The Prophet went out on the Day of 'Id-ul-Fitr and offered the prayer before delivering the Khutba, Ata told me that during the early days of IbnAz-Zubair, Ibn Abbas had sent a message to him telling him that the Adhan for the 'Id Prayer was never pronounced (in the life time of Allah's Apostle) and the Khutba used to be delivered after the prayer. Ata told me that Ibn Abbas and Jabir bin 'Abdullah, had said,"
Sahih Bukhari,2,15,79,The Two Festivals (Eids),"Narrated by Ibn Abbas: I offered the 'Id prayer with Allah's Apostle, Abu Bakr, Umar and 'Uthman and all of them offered the prayer before delivering the Khutba."
Sahih Bukhari,2,15,80,The Two Festivals (Eids),"Narrated by Ibn Umar: Allah's Apostle, Abu Bakr and Umar! used to offer the two 'Id prayers before delivering the Khutba."
Sahih Bukhari,2,15,81,The Two Festivals (Eids),Narrated by Ibn Abbas: The Prophet offered a two Rakat prayer on the Day of Id ul Fitr and he did not pray before or after it. Then he went towards women along with Bilal and ordered them to pay alms and so they started giving their earrings and necklaces (in charity).
Sahih Bukhari,2,15,82,The Two Festivals (Eids),"Narrated by Al-Bara' bin 'Azib: The Prophet (p.b.u.h) said, ""The first thing that we should do on this day of ours is to pray and then return to slaughter the sacrifice. So anyone who does so, he acted according to our Sunna (tradition), and whoever slaughtered the sacrifice before the prayer, it was just meat which he presented to his family and would not be considered as Nusuk."" A person from the Ansar named Abu Burda bin Niyyar said, ""O Allah's Apostle! I slaughtered the Nusuk (before the prayer) but I have a young she-goat which is better than an older sheep."" The Prophet I said, ""Sacrifice it in lieu of the first, but it will be not sufficient (as a sacrifice) for anybody else after you."""
Sahih Bukhari,2,15,83,The Two Festivals (Eids),"Narrated by Said bin Jubair: I was with Ibn Umar when a spear head pierced the sole of his foot and his foot stuck to the paddle of the saddle and I got down and pulled his foot out, and that happened in Mina. Al-Hajjaj got the news and came to enquire about his health and said, ""Alas! If we could only know the man who wounded you!"" Ibn Umar said, ""You are the one who wounded me."" Al-Hajjaj said, ""How is that?"" Ibn Umar said, ""You have allowed the arms to be carried on a day on which nobody used to carry them and you allowed arms to be carried in the Haram even though it was not allowed before."""
Sahih Bukhari,2,15,84,The Two Festivals (Eids),"Narrated by Said bin 'Amr bin Said bin Al-'Aas: Al-Hajjaj went to Ibn Umar while I was present there. Al-Hajjaj asked Ibn Umar, ""How are you?"" Ibn Umar replied, ""I am all right,"" Al-Hajjaj asked, ""Who wounded you?"" Ibn Umar replied, ""The person who allowed arms to be carried on the day on which it was forbidden to carry them (he meant Al-Hajjaj)"""
Sahih Bukhari,2,15,85,The Two Festivals (Eids),"Narrated by Al-Bara': The Prophet delivered the Khutba on the day of Nahr ('Id-ul-Adha) and said, ""The first thing we should do on this day of ours is to pray and then return and slaughter (our sacrifices). So anyone who does so he acted according to our Sunna; and whoever slaughtered before the prayer then it was just meat that he offered to his family and would not be considered as a sacrifice in any way. My uncle Abu Burda bin Niyyar got up and said, ""O, Allah's Apostle! I slaughtered the sacrifice before the prayer but I have a young she-goat which is better than an older sheep."" The Prophet said, ""Slaughter it in lieu of the first and such a goat will not be considered as a sacrifice for anybody else after you."""
Sahih Bukhari,2,15,86,The Two Festivals (Eids),"Narrated by Ibn Abbas: The Prophet said, ""No good deeds done on other days are superior to those done on these (first ten days of Dhul Hijja)."" Then some companions of the Prophet said, ""Not even Jihad?"" He replied, ""Not even Jihad, except that of a man who does it by putting himself and his property in danger (for Allah's sake) and does not return with any of those things."""
Sahih Bukhari,2,15,87,The Two Festivals (Eids),"Narrated by Muhammad bin Abi Bakr Al-Thaqafi: While we were going from Mina to 'Arafat, I asked Anas bin Malik, about Talbiya, ""How did you use to say Talbiya in the company of the Prophet?"" Anas said: ""People used to say Talbiya and their saying was not objected to and they used to say Takbir and that was not objected to either. """
Sahih Bukhari,2,15,88,The Two Festivals (Eids),Narrated by Um 'Atiya: We used to be ordered to come out on the Day of 'Id and even bring out the virgin girls from their houses and menstruating women so that they might stand behind the men and say Takbir along with them and invoke Allah along with them and hope for the blessings of that day and for purification from sins.
Sahih Bukhari,2,15,89,The Two Festivals (Eids),Narrated by Ibn Umar: On the day of 'Id-ul-Fitr and 'Id-ul-Adha a spear used to be planted in front of the Prophet I (as a Sutra for the prayer) and then he would pray.
